"Granularity" "Nodes" "Straightness" "Duration" "Memory"
0 100 0.955996631596223 0.0156002044677734 23.8
0.920143877947157 101 0.946948723960697 0.358800888061523 23.8
0.684143877947157 102 0.939922642359132 0.171600103378296 23.8
0.613143877947157 103 0.934303396740417 0.156001091003418 23.8
0.572143877947157 104 0.932215954925975 0.171600103378296 23.8
0.486143877947157 105 0.930139469140748 0.18720006942749 23.8
0.459143877947157 106 0.924182526109188 0.202799797058105 23.8
0.456143877947157 107 0.917487885004954 0.187201023101807 23.8
0.420143877947157 108 0.917252973490051 0.187201023101807 23.8
0.388143877947157 109 0.915651116601025 0.187201023101807 23.8
0.381143877947157 110 0.914818847182133 0.202799797058105 23.8
0.367143877947157 111 0.909976047304138 0.202800989151001 23.8
0.363143877947157 112 0.908951492885663 0.202800989151001 23.8
0.348143877947157 113 0.909459907837426 0.202800989151001 23.8
0.342143877947157 114 0.904927718838927 0.202800989151001 23.8
0.337143877947157 115 0.898597215787823 0.218400001525879 23.8
0.324143877947157 116 0.897188485498765 0.218400955200195 23.8
0.318143877947157 117 0.8954905130931 0.218400955200195 23.8
0.312143877947157 118 0.894927634970041 0.218400001525879 23.8
0.306143877947157 119 0.89032694947355 0.202800035476685 23.8
0.305143877947157 120 0.889170431360286 0.218400955200195 23.8
0.302143877947157 121 0.889462734479723 0.234001159667969 23.8
0.286143877947157 123 0.888995846616532 0.23400092124939 23.8
0.283143877947157 124 0.888459928461352 0.23400092124939 23.8
0.282143877947157 125 0.887758762575604 0.233999967575073 23.8
0.280143877947157 126 0.887837509991272 0.249601125717163 23.8
0.276143877947157 127 0.887316271210266 0.233999967575073 23.8
0.273143877947157 128 0.883409273635173 0.23400092124939 23.8
0.267143877947157 129 0.882815415657545 0.249600172042847 23.8
0.262143877947157 130 0.878939680799817 0.233999967575073 23.8
0.259143877947157 131 0.879153586770662 0.249599933624268 23.8
0.258143877947157 132 0.878266490756679 0.249601125717163 23.8
0.253143877947157 133 0.878887110563931 0.265201091766357 23.8
0.243143877947157 134 0.878139862726347 0.265200853347778 23.8
0.241143877947157 135 0.877960662435799 0.249600172042847 23.8
0.234143877947157 136 0.878469169844682 0.280799865722656 23.8
0.233143877947157 137 0.878981091940094 0.29640007019043 23.8
0.232143877947157 138 0.879597296479321 0.265201091766357 23.8
0.231143877947157 139 0.879811291114393 0.265200853347778 23.8
0.230143877947157 140 0.879346527442625 0.265201091766357 23.8
0.229143877947157 142 0.875311901751459 0.265199899673462 23.8
0.228143877947157 143 0.871683461483097 0.265200138092041 23.8
0.224143877947157 144 0.867258012299579 0.280801057815552 23.8
0.222143877947157 145 0.867689965186715 0.280800104141235 23.8
0.219143877947157 146 0.867659073520558 0.280800104141235 23.8
0.217143877947157 147 0.867049307533367 0.280800819396973 23.8
0.214143877947157 150 0.866708087475354 0.296401023864746 23.8
0.212143877947157 151 0.86607127083735 0.29640007019043 23.8
0.211143877947157 152 0.866215444498529 0.280799865722656 23.8
0.210143877947157 154 0.86601951356635 0.296399831771851 23.8
0.208143877947157 155 0.865848482880665 0.296401023864746 23.8
0.206143877947157 156 0.866463042838592 0.29640007019043 23.8
0.205143877947157 158 0.867233214153722 0.296399831771851 23.8
0.204143877947157 160 0.864811085246303 0.327600002288818 23.8
0.203143877947157 161 0.864325497014194 0.280800819396973 23.8
0.202143877947157 162 0.864720070494324 0.296401023864746 23.8
0.201143877947157 165 0.865226418612265 0.296401023864746 23.8
0.200143877947157 166 0.865798705966906 0.31200098991394 23.8
0.199143877947157 167 0.866425382008425 0.31200098991394 23.8
0.198143877947157 168 0.866880370526119 0.31200098991394 23.8
0.195143877947157 170 0.864063915658109 0.327600955963135 23.8
0.194143877947157 172 0.863407701545698 0.327600955963135 23.8
0.192143877947157 173 0.863558671614018 0.343199968338013 23.8
0.191143877947157 174 0.864052093043798 0.312000036239624 23.8
0.190143877947157 176 0.864106309848898 0.327600002288818 23.8
0.189143877947157 178 0.864304441843326 0.311999797821045 23.8
0.188143877947157 181 0.864407135726378 0.327600002288818 23.8
0.187143877947157 183 0.863270810555303 0.343199968338013 23.8
0.186143877947157 184 0.863786228386879 0.327600002288818 23.8
0.183143877947157 186 0.861303990858635 0.343200922012329 23.8
0.181143877947157 189 0.861657384026359 0.343199968338013 23.8
0.180143877947157 190 0.862194721107343 0.343200206756592 23.8
0.178143877947157 192 0.862527666163669 0.343200922012329 23.8
0.177143877947157 193 0.862774588046761 0.343200922012329 23.8
0.176143877947157 194 0.863255799183171 0.327600955963135 23.8
0.174143877947157 196 0.863862906952259 0.343201160430908 23.8
0.172143877947157 197 0.864087984146123 0.343199968338013 23.8
0.171143877947157 198 0.861743938074615 0.358799934387207 23.8
0.170143877947157 203 0.861467938554581 0.343200206756592 23.8
0.168143877947157 205 0.85964065412983 0.358800888061523 23.8
0.167143877947157 207 0.857517391349773 0.374401092529297 23.8
0.166143877947157 208 0.857931605486083 0.343199968338013 23.8
0.165143877947157 209 0.858123804261052 0.358800172805786 23.8
0.164143877947157 210 0.858431036118379 0.374399900436401 23.8
0.163143877947157 211 0.858240776720986 0.358800172805786 23.8
0.162143877947157 212 0.857857549335558 0.358799934387207 23.8
0.161143877947157 213 0.857044561319836 0.37440013885498 23.8
0.158143877947157 216 0.856893905288017 0.374401092529297 23.8
0.156143877947157 219 0.857325587467706 0.374401092529297 23.8
0.155143877947157 222 0.857634349047451 0.374400854110718 23.8
0.154143877947157 223 0.857872812377003 0.390001058578491 23.8
0.153143877947157 227 0.855805455534649 0.390001058578491 23.8
0.152143877947157 231 0.85282530425935 0.374400854110718 23.8
0.151143877947157 234 0.853372988706032 0.390001058578491 23.8
0.150143877947157 237 0.853662044077218 0.405601024627686 23.8
0.149143877947157 239 0.854084390862963 0.390001058578491 23.8
0.148143877947157 241 0.854687323389403 0.389999866485596 23.8
