"Granularity" "Nodes" "Straightness" "Duration" "Memory"
0 100 0.942436539029283 0.00999999046325684 23.3
0.703808350974402 101 0.936407355418915 0.212013006210327 23.3
0.675808350974402 102 0.930950958687933 0.214012861251831 23.3
0.530808350974402 103 0.926548592012648 0.212012052536011 23.3
0.468808350974402 104 0.921794799862916 0.231013059616089 23.3
0.450808350974402 105 0.917502454217593 0.221013069152832 23.3
0.438808350974402 106 0.91433792445702 0.243014097213745 23.3
0.412808350974402 107 0.911451654392855 0.227013111114502 23.3
0.403808350974402 108 0.909218071651121 0.231013059616089 23.3
0.353808350974402 109 0.906141046828448 0.264014959335327 23.3
0.352808350974402 110 0.904346056427242 0.255014896392822 23.3
0.351808350974402 111 0.9007315354381 0.258014917373657 23.3
0.340808350974402 112 0.898448083440877 0.263015031814575 23.3
0.337808350974402 113 0.895326336979369 0.261015176773071 23.3
0.299808350974402 114 0.893785299222494 0.293015956878662 23.3
0.297808350974402 115 0.892544678886885 0.286016941070557 23.3
0.292808350974402 117 0.889366898335195 0.293016910552979 23.3
0.284808350974402 118 0.888120319157214 0.284016132354736 23.3
0.280808350974402 119 0.885282123744355 0.292016983032227 23.3
0.274808350974402 120 0.883576020803923 0.297016859054565 23.3
0.269808350974402 121 0.881009710426251 0.302016973495483 23.3
0.268808350974402 123 0.878854419395215 0.316017866134644 23.3
0.264808350974402 124 0.876787550259646 0.30801796913147 23.3
0.261808350974402 125 0.875671881456307 0.317018032073975 23.3
0.257808350974402 126 0.874486055451909 0.311017036437988 23.3
0.245808350974402 127 0.873068023293296 0.305017948150635 23.3
0.238808350974402 130 0.870339547318848 0.323017835617065 23.3
0.237808350974402 131 0.869794075383727 0.318017959594727 23.3
0.235808350974402 132 0.869493892310035 0.325017929077148 23.3
0.234808350974402 133 0.868835081235806 0.328019142150879 23.3
0.233808350974402 135 0.865266256188652 0.335019111633301 23.3
0.230808350974402 136 0.864517586172712 0.374021053314209 23.3
0.226808350974402 138 0.862992060307525 0.34001898765564 23.3
0.225808350974402 139 0.862035568277839 0.33401894569397 23.3
0.224808350974402 141 0.859557577044239 0.364021062850952 23.3
0.220808350974402 143 0.858073534018686 0.357019901275635 23.3
0.219808350974402 144 0.857329475903621 0.348019123077393 23.3
0.218808350974402 145 0.856255687864691 0.368021011352539 23.3
0.213808350974402 146 0.855462632660368 0.401023149490356 23.3
0.211808350974402 147 0.853970044923239 0.348020076751709 23.3
0.210808350974402 148 0.853319993209709 0.359019994735718 23.3
0.208808350974402 149 0.852811762425017 0.369020938873291 23.3
0.205808350974402 150 0.85192087737752 0.362020969390869 23.3
0.202808350974402 152 0.851061023022763 0.378021001815796 23.3
0.201808350974402 154 0.850249560244161 0.372021913528442 23.3
0.200808350974402 157 0.847433828977205 0.398022890090942 23.3
0.199808350974402 159 0.84702053177453 0.383021831512451 23.3
0.198808350974402 161 0.84611793939366 0.395023107528687 23.3
0.196808350974402 162 0.845698361990211 0.400022983551025 23.3
0.195808350974402 163 0.845377938713341 0.39702296257019 23.3
0.194808350974402 165 0.845405904032527 0.389021873474121 23.3
0.193808350974402 166 0.844745398708464 0.382020950317383 23.3
0.192808350974402 168 0.843475575374279 0.399023056030273 23.3
0.189808350974402 172 0.842904870446914 0.400022983551025 23.3
0.185808350974402 173 0.842463540986635 0.415024042129517 23.3
0.181808350974402 174 0.842094646462131 0.43102502822876 23.3
0.180808350974402 176 0.841874078823658 0.413024187088013 23.3
