"Granularity" "Nodes" "Straightness" "Duration"
0 100 0.94114849326908 0.00999999046325684
0.467682138070889 101 0.937363330334392 0.195010900497437
0.392682138070889 102 0.933587329797816 0.210011959075928
0.385682138070889 103 0.93053883751822 0.215012073516846
0.311682138070889 104 0.92780936923335 0.229013204574585
0.305682138070889 105 0.925700454848014 0.235013008117676
0.302682138070889 106 0.923299422734012 0.234012842178345
0.291682138070889 107 0.921274387046362 0.238013029098511
0.284682138070889 108 0.919329584877611 0.245013952255249
0.283682138070889 109 0.91697311281998 0.250013828277588
0.282682138070889 110 0.914991427904046 0.243014097213745
0.276682138070889 111 0.913126946239631 0.252014875411987
0.275682138070889 112 0.911425816127243 0.255014896392822
0.272682138070889 113 0.909937233686758 0.249013900756836
0.269682138070889 114 0.908037883626445 0.257014989852905
0.267682138070889 115 0.906856736260272 0.257014989852905
0.265682138070889 116 0.905384442106732 0.254014015197754
0.261682138070889 117 0.903220269000304 0.272015810012817
0.258682138070889 118 0.901425622639437 0.267014980316162
0.257682138070889 121 0.897188933309957 0.26801609992981
0.254682138070889 122 0.896117556666296 0.279016017913818
0.244682138070889 123 0.894325142342221 0.279016017913818
0.243682138070889 124 0.893691262200281 0.292016983032227
0.237682138070889 126 0.891610488616152 0.282016038894653
0.233682138070889 127 0.88976341336533 0.292016983032227
0.231682138070889 128 0.888857237257413 0.284017086029053
0.227682138070889 129 0.887615231077779 0.294016122817993
0.219682138070889 132 0.885229593147893 0.299016952514648
0.218682138070889 133 0.884704107442819 0.310017108917236
0.214682138070889 134 0.883973980947106 0.305016994476318
0.213682138070889 136 0.882329495263702 0.311017036437988
0.211682138070889 137 0.881175110612002 0.30801796913147
0.209682138070889 138 0.880519063760095 0.31401801109314
0.207682138070889 139 0.880182042049905 0.324018001556396
0.205682138070889 140 0.879349634086361 0.31401801109314
0.203682138070889 143 0.877087655977407 0.321018934249878
0.201682138070889 144 0.876114143881419 0.327018022537231
0.200682138070889 146 0.875405743977661 0.32201886177063
0.199682138070889 147 0.874761913687093 0.331019163131714
0.197682138070889 149 0.873878305423605 0.339018821716309
0.196682138070889 151 0.872269960856056 0.329019069671631
0.194682138070889 153 0.87116243583015 0.345020055770874
0.193682138070889 154 0.870505140599452 0.353021144866943
0.192682138070889 157 0.868926774172457 0.348019123077393
0.189682138070889 159 0.868125410923156 0.345020055770874
0.188682138070889 161 0.866697315754671 0.373020887374878
0.187682138070889 162 0.866238290372909 0.340019941329956
0.186682138070889 163 0.865104901505109 0.346019983291626
0.185682138070889 164 0.864998113433324 0.354020118713379
0.184682138070889 165 0.864587357142767 0.357020854949951
0.183682138070889 167 0.863717855170795 0.356020927429199
0.182682138070889 168 0.863349669069042 0.347020149230957
0.181682138070889 169 0.862818396353999 0.36001992225647
0.180682138070889 170 0.862413719429306 0.361021041870117
0.179682138070889 171 0.861704084567678 0.358021020889282
0.177682138070889 173 0.86116453426496 0.370021820068359
0.176682138070889 176 0.860750871837805 0.378021955490112
0.172682138070889 177 0.860052330980468 0.376022100448608
0.171682138070889 180 0.858754664216848 0.375020980834961
0.169682138070889 181 0.858369052570746 0.370020866394043
0.168682138070889 182 0.857891508421897 0.379022121429443
0.167682138070889 183 0.857497894470019 0.392023086547852
0.166682138070889 184 0.857366926340315 0.378021955490112
0.163682138070889 185 0.857071394587634 0.425024032592773
0.162682138070889 187 0.856327726955129 0.379020929336548
