"Nodes" "Straightness" "Duration"
50 0.943645291178836 0.0180008411407471
51 0.929537876916469 0.270015001296997
52 0.916706348083257 0.32001805305481
53 0.907036440539362 0.283015966415405
54 0.897650328577665 0.319019079208374
55 0.888529596406155 0.338018894195557
56 0.884242586754581 0.324018001556396
57 0.877484231796065 0.281017065048218
58 0.872469218466091 0.329019069671631
59 0.86811837586023 0.384021043777466
60 0.865126416281213 0.370020866394043
61 0.859062820796055 0.354020118713379
62 0.856269375636774 0.348020076751709
63 0.852139907823605 0.370021104812622
64 0.850076842990202 0.33401894569397
65 0.844821503245358 0.418022871017456
66 0.842620691392648 0.360020875930786
67 0.838945822518042 0.41102409362793
68 0.837370990546399 0.398023128509521
69 0.836844686772739 0.503028154373169
70 0.834484603120754 0.406023025512695
72 0.830089487003556 0.454025983810425
73 0.828425956256782 0.49102783203125
74 0.826471370375412 0.45102596282959
75 0.825538442362894 0.483027935028076
76 0.822126464812975 0.472027063369751
78 0.820019283999283 0.486027002334595
79 0.818189244712499 0.525029897689819
80 0.817395123914409 0.445024967193604
81 0.816774035962163 0.481027126312256
82 0.814367205980197 0.46302604675293
83 0.814052237019689 0.507029056549072
84 0.813063841676579 0.519030094146729
85 0.811466481156351 0.523030042648315
86 0.808786773819013 0.52003002166748
87 0.80776398087371 0.529030084609985
89 0.806374190224236 0.524029970169067
91 0.804762634088604 0.502027988433838
92 0.803689599569247 0.568032026290894
93 0.802562015375146 0.527030944824219
94 0.800138415576072 0.597033977508545
95 0.799316948330291 0.557032108306885
96 0.798378545455506 0.642036914825439
98 0.797926908326037 0.539030075073242
100 0.797459455215764 0.631036043167114
101 0.795646872755209 0.562031984329224
102 0.796118146424306 0.60003399848938
104 0.795964868810436 0.632035970687866
106 0.79335610219778 0.606034994125366
107 0.792687946655563 0.62003493309021
109 0.793006159681475 0.641036987304688
110 0.792739543703811 0.637036085128784
111 0.793241793877903 0.620035171508789
112 0.793117376577112 0.608035087585449
113 0.792577403297686 0.658036947250366
114 0.792817932157835 0.687039852142334
116 0.790657160370772 0.667038202285767
117 0.790080416645517 0.6020348072052
120 0.789577518720851 0.69704008102417
122 0.789375101097377 0.692039966583252
123 0.788957309790671 0.644036054611206
124 0.788498154596113 0.825047969818115
125 0.787304088432836 0.64903712272644
126 0.787308863143581 0.629035949707031
127 0.785811947054622 0.703039884567261
129 0.785333072175147 0.654037952423096
131 0.784410721927166 0.641036033630371
133 0.783812678621658 0.642035961151123
134 0.783691925446771 0.717041015625
136 0.78377772789884 0.659036874771118
138 0.783709825016486 0.683039903640747
139 0.783394805154191 0.850049018859863
140 0.782010973584227 0.710040092468262
141 0.781697261020269 0.713039875030518
142 0.782303585876649 0.740041971206665
143 0.781982906219496 0.776044130325317
144 0.781779665050403 0.778043985366821
145 0.781626259221862 0.645036935806274
146 0.781157984939713 0.680037975311279
150 0.781827850223199 0.700040102005005
152 0.780776989129348 0.719041109085083
153 0.779639700606957 0.705039978027344
154 0.780092340738733 0.753042936325073
155 0.779824560141698 0.775043964385986
158 0.779508319895796 0.779043912887573
159 0.779827935807275 0.793045043945312
163 0.779231750605334 0.745042085647583
164 0.77914906899038 0.770044088363647
167 0.779644376442089 0.83404803276062
168 0.779920423530759 0.827046871185303
169 0.779869341766494 0.748043060302734
170 0.780171117060714 0.675039052963257
171 0.780891677803793 0.926053047180176
177 0.779598830765179 0.849048137664795
180 0.779820051462951 0.817046880722046
185 0.778869675959615 0.90805196762085
186 0.778863785328426 0.851048946380615
187 0.779017090957259 0.833047866821289
189 0.779504983587528 0.752043008804321
191 0.779715385421244 0.88604998588562
192 0.779465962508879 0.823047161102295
194 0.779681603674538 0.841048002243042
197 0.778558186579291 0.878050088882446
199 0.779031608798025 0.833048105239868
